Currency,Timestamp,Trade Type,Price,Quantity,Value (Incl. Fee),Fee,From,To,Transaction Id
Litecoin (LTC),2021-01-01 2:52,Sell,164.7348649,0.384,63.26,0,Binance,Binance,5473205
Litecoin (LTC),2021-01-01 2:52,Sell,164.686949,1.701,280.13,0,Binance,Binance,5473206
Binance Coin (BNB),2021-01-01 2:55,Transfer Out,47.90138796,7.15915411,342.93,0.09580278,Binance,Wallace BSC (0xf5...76A0),0x1a1f71a6fcd02a673d220cf3b3bd00e877eb9491924efe459081d15731edb722
Binance Coin (BNB),2021-01-01 2:55,Fee,47.90138796,0.002,0.1,0,Binance,Binance,0x1a1f71a6fcd02a673d220cf3b3bd00e877eb9491924efe459081d15731edb722
Binance Coin (BNB),2021-01-01 2:57,Transfer In,47.95841857,7.15915411,343.34,0,Binance,Wallace BSC (0xf5...76A0),0x1a1f71a6fcd02a673d220cf3b3bd00e877eb9491924efe459081d15731edb722
Jetfuel Finance (FUEL),2021-01-01 3:10,Staking,88.99011009,1.88229454,167.51,0,0x3bc677674df90a9e5d741f28f6ca303357d0e4ec,Wallace BSC (0xf5...76A0),0xf57c0b7ea4909a47de9310e4a8d973abb799a4467eaf5edb7a78b83ee387f572
Binance Coin (BNB),2021-01-01 3:10,Sell,47.8587423,3.50351895,167.67,0.16841271,Wallace BSC (0xf5...76A0),0x3bc677674df90a9e5d741f28f6ca303357d0e4ec,0xf57c0b7ea4909a47de9310e4a8d973abb799a4467eaf5edb7a78b83ee387f572
Binance Coin (BNB),2021-01-01 3:11,Fee,47.91424531,0.00102424,0.05,0,Wallace BSC (0xf5...76A0),0x2090c8295769791ab7a3cf1cc6e0aa19f35e441a,0xac976416964754e2f82e1cbe62b7d4e83a72fdd17e75780a106b1379850a8c97
Binance Coin (BNB),2021-01-01 3:12,Staking Deposit,47.85568709,3.50424488,167.7,0.20594618,Wallace BSC (0xf5...76A0),PancakeSwap,0x6163c3704088ceac96f77e98687e7a122f8681b7096ec164107cebae55935dc6
Jetfuel Finance (FUEL),2021-01-01 3:12,Staking Deposit,80.97286722,0.01882295,1.52,0,Wallace BSC (0xf5...76A0),0x6b6419ec61a54cdfc04ca2934908cef9e4e6a269,0x6163c3704088ceac96f77e98687e7a122f8681b7096ec164107cebae55935dc6
Jetfuel Finance (FUEL),2021-01-01 3:12,Staking Deposit,80.97286722,1.84464865,149.37,0,Wallace BSC (0xf5...76A0),0x3763a3263ceaca5e7cc1bc22a43920bad9f743cd,0x6163c3704088ceac96f77e98687e7a122f8681b7096ec164107cebae55935dc6
Binance Coin (BNB),2021-01-01 3:12,Fee,47.85568709,0.00430348,0.21,0,Wallace BSC (0xf5...76A0),Wallace BSC (0xf5...76A0),0x6163c3704088ceac96f77e98687e7a122f8681b7096ec164107cebae55935dc6
Binance Coin (BNB),2021-01-01 3:12,Fee,47.85568709,0.00088134,0.04,0,Wallace BSC (0xf5...76A0),0x3763a3263ceaca5e7cc1bc22a43920bad9f743cd,0xf2c0ab02133747383f85e7e352b266a89c340965f3068a5b5426f78fb985ca45
Binance Coin (BNB),2021-01-01 3:13,Fee,47.79127304,0.0052238,0.25,0,Wallace BSC (0xf5...76A0),Wallace BSC (0xf5...76A0),0xcff261fc236d6fcaa488864f4586c26d1405df55660a20a2fcb7a9bf05477da1
Binance Coin (BNB),2021-01-01 10:08,Fee,48.60739641,0.0008886,0.04,0,Wallace BSC (0xf5...76A0),PancakeSwap,0xa4d0c7e8f3a6c91b6699d6afbd8f7f6b244c39f483ceb191c5dea72c63599f4c
Binance Coin (BNB),2021-01-01 10:12,Fee,48.69434264,0.0056124,0.27,0,Wallace BSC (0xf5...76A0),Wallace BSC (0xf5...76A0),0xc6592710366cee5240396aea99f27a9b6d521b3a92a344fede5d6d2521597e92
Binance Coin (BNB),2021-01-01 10:13,Fee,48.66480893,0.00101961,0.05,0,Wallace BSC (0xf5...76A0),0x3763a3263ceaca5e7cc1bc22a43920bad9f743cd,0x5e4926c36dca08ebdf9202c15935df53f9f9c05b8560b2f54173a543d75bf002
Jetfuel Finance (FUEL),2021-01-01 10:14,Buy,80.97286722,1.71410757,138.8,0,PancakeSwap,Wallace BSC (0xf5...76A0),0xd350cae1dfbe54ae15377930e354a93aeadbf836a6a5ae2e0760987700383aba
Binance Coin (BNB),2021-01-01 10:14,Buy,48.7364791,3.57844755,174.66,0.26088511,PancakeSwap,Wallace BSC (0xf5...76A0),0xd350cae1dfbe54ae15377930e354a93aeadbf836a6a5ae2e0760987700383aba
Binance Coin (BNB),2021-01-01 10:16,Fee,48.75621067,0.00102424,0.05,0,Wallace BSC (0xf5...76A0),0x2090c8295769791ab7a3cf1cc6e0aa19f35e441a,0x8ef353a3336867dc969a6d4d995a6b0d4c9ef32f5f122cfc965bde1be7a7d3b3
Binance Coin (BNB),2021-01-01 10:18,Buy,48.75913858,3.40086322,165.99,0.16237622,0x3bc677674df90a9e5d741f28f6ca303357d0e4ec,Wallace BSC (0xf5...76A0),0x172b0ea288a3e2bf6cd15a89f6e433692bfa816d3ca936e9bf25c03b1cfdeee6
Jetfuel Finance (FUEL),2021-01-01 10:18,Sell,96.83495971,1.71410757,165.99,0,Wallace BSC (0xf5...76A0),0x3bc677674df90a9e5d741f28f6ca303357d0e4ec,0x172b0ea288a3e2bf6cd15a89f6e433692bfa816d3ca936e9bf25c03b1cfdeee6
Binance Coin (BNB),2021-01-01 11:01,Fee,48.65246078,0.00342846,0.17,0,Wallace BSC (0xf5...76A0),0xfd36e2c2a6789db23113685031d7f16329158384,0xe1efc29af3f438deaf680280adbc671bbc4923ef436fdb4a9600ddfdec9ad5b7
Binance Coin (BNB),2021-01-01 11:03,Fee,48.52006828,0.0008736,0.04,0,Wallace BSC (0xf5...76A0),0xfd36e2c2a6789db23113685031d7f16329158384,0x849e681d2f1c0c43a0dc772b7a7e5c2b69f33bc5be77bdd8c88fea4ed592c23e
Venus (XVS),2021-01-01 11:04,Staking,4.4663132,0.03006534,0.13,0,0x95c78222b3d6e262426483d42cfa53685a67ab9d,Wallace BSC (0xf5...76A0),0xdc8b2a56f634d65c2cf57f25ce972071ab9afa6b65d45e577165c27bf39ca180
Binance-Peg BUSD Token (BUSD),2021-01-01 11:04,Staking Withdrawal,1.2737256,563.1966861,717.36,0,0x95c78222b3d6e262426483d42cfa53685a67ab9d,Wallace BSC (0xf5...76A0),0xdc8b2a56f634d65c2cf57f25ce972071ab9afa6b65d45e577165c27bf39ca180
Binance Coin (BNB),2021-01-01 11:04,Fee,48.47678612,0.00413098,0.2,0,Wallace BSC (0xf5...76A0),Wallace BSC (0xf5...76A0),0xdc8b2a56f634d65c2cf57f25ce972071ab9afa6b65d45e577165c27bf39ca180
Binance Coin (BNB),2021-01-01 11:04,Fee,48.47678612,0.00102134,0.05,0,Wallace BSC (0xf5...76A0),0xe9e7cea3dedca5984780bafc599bd69add087d56,0x3d81b3c1b20d5a7cd4f38d7fe3682c6df56de4c2b0ab26290e36c9d588967f85
Binance-Peg BUSD Token (BUSD),2021-01-01 11:05,Staking Deposit,1.2737256,290.5166236,370.04,0,Wallace BSC (0xf5...76A0),PancakeSwap,0xa9a0bccd57b1ea630563f6ca32f8472290739b302c9509bb26113d34d136710a
Binance Coin (BNB),2021-01-01 11:05,Sell,48.44063279,7.60430438,368.36,0.20850694,Wallace BSC (0xf5...76A0),PancakeSwap,0xa9a0bccd57b1ea630563f6ca32f8472290739b302c9509bb26113d34d136710a
Binance Coin (BNB),2021-01-01 11:06,Fee,48.48391495,0.00088662,0.04,0,Wallace BSC (0xf5...76A0),0x1b96b92314c44b159149f7e0303511fb2fc4774f,0x9848a00dc2a4f0e09ff1b2640dbc02cc93355d1e937e3b2600be4632b0e04f3d
Binance Coin (BNB),2021-01-01 11:06,Fee,48.48391495,0.00256566,0.12,0,Wallace BSC (0xf5...76A0),Wallace BSC (0xf5...76A0),0x6a7b968b0e086481bb93dde350bd9c2954de45dac8e72544a5ad2feee64bec4f
Binance-Peg Ethereum Token (ETH),2021-01-01 19:01,Staking Deposit,928.3912556,2.82942265,2626.81,0.18554272,Wallace BSC (0xf5...76A0),0xf508fcd89b8bd15579dc79a6827cb4686a3592c8,0x3c8c2d1588b4193eb8738a65320ddf4f3773dddafc1007c3ce122421e7726b15
Binance Coin (BNB),2021-01-01 19:01,Fee,47.92651855,0.0038714,0.19,0,Wallace BSC (0xf5...76A0),Wallace BSC (0xf5...76A0),0x3c8c2d1588b4193eb8738a65320ddf4f3773dddafc1007c3ce122421e7726b15
Cardano (ADA),2021-01-01 20:17,Interest,0.21812576,0.00006283,0,0,Binance,Binance,190057628
AS Roma Fan Token (ASR),2021-01-01 20:20,Airdrop,9.16015608,0.00707496,0.06,0,Binance,Binance,13626885583
Monero (XMR),2021-01-01 20:27,Interest,173.2562289,0.00005058,0.01,0,Binance,Binance,3333704405
Africa To Mars (ATM),2021-01-01 20:34,Airdrop,0,0.00524667,0,0,Binance,Binance,13627269329
Binance Coin (BNB),2021-01-01 20:37,Interest,47.2438086,0.00006869,0,0,Binance,Binance,513759642
Bitcoin (BTC),2021-01-01 20:39,Interest,37322.18202,0.00000564,0.21,0,Binance,Binance,3247940087
Juventus Fan Token (JUV),2021-01-01 20:48,Airdrop,16.2964677,0.00347141,0.06,0,Binance,Binance,13627718369
NEO,2021-01-01 20:49,Interest,18.41441606,0.00014905,0,0,Binance,Binance,351307095
DASH,2021-01-01 21:01,Interest,112.5070767,0.00000592,0,0,Binance,Binance,1883655089
OG Fan Token (OG),2021-01-01 21:02,Airdrop,7.91942045,0.00747677,0.06,0,Binance,Binance,13628073329
Paris Saint-Germain Fan Token (PSG),2021-01-01 21:16,Airdrop,16.30891174,0.00276191,0.05,0,Binance,Binance,13628409723
Reef Finance (REEF),2021-01-01 21:41,Airdrop,0.01569223,4.30859703,0.07,0,Binance,Binance,13629067186
Stellar (XLM),2021-01-01 21:43,Interest,0.16859856,0.00688475,0,0,Binance,Binance,1150951409
Binance Coin (BNB),2021-01-01 21:44,Fee,47.45490216,0.00154926,0.07,0,Wallace BSC (0xf5...76A0),0xfd36e2c2a6789db23113685031d7f16329158384,0xa5b7a31e6cd3d53094c309598eee23c65cc7a9e1a1f5cfc2e6652a58225754e8
Binance-Peg BUSD Token (BUSD),2021-01-01 21:47,Staking Deposit,1.27317789,272.6800625,347.17,0.1697066,Wallace BSC (0xf5...76A0),0x95c78222b3d6e262426483d42cfa53685a67ab9d,0x1c85ad577cdcb4b72d79d72b9c1b71ae44a0a0483d9a799810e5789dd296772a
Binance Coin (BNB),2021-01-01 21:47,Fee,47.5179627,0.00357142,0.17,0,Wallace BSC (0xf5...76A0),Wallace BSC (0xf5...76A0),0x1c85ad577cdcb4b72d79d72b9c1b71ae44a0a0483d9a799810e5789dd296772a
Chainlink (LINK),2021-01-01 22:07,Transfer Out,15.10291378,63.7436,962.71,0.09665865,Binance,Wallace BSC (0xf5...76A0),0x75d32e7508b5b41d1d7b4dcd6de34e887b8ac1d193434f7882ccbbd509fa5b71
Chainlink (LINK),2021-01-01 22:07,Fee,15.10291378,0.0064,0.1,0,Binance,Binance,0x75d32e7508b5b41d1d7b4dcd6de34e887b8ac1d193434f7882ccbbd509fa5b71
Binance-Peg ChainLink Token (LINK),2021-01-01 22:08,Transfer In,15.10291378,63.7436,962.71,0,0x631fc1ea2270e98fbd9d92658ece0f5a269aa161,Wallace BSC (0xf5...76A0),0x75d32e7508b5b41d1d7b4dcd6de34e887b8ac1d193434f7882ccbbd509fa5b71
Binance Coin (BNB),2021-01-01 22:14,Fee,47.46827864,0.00088284,0.04,0,Wallace BSC (0xf5...76A0),0xf8a0bf9cf54bb92f17374d9e9a321e6a111a51bd,0xbfa9d2de715d752c6789319d835e0a2cef2674a28a9e25d2d2c7d55b580a3544
Binance-Peg ChainLink Token (LINK),2021-01-01 22:15,Sell,15.10291378,63.7436,962.71,1.34793177,Wallace BSC (0xf5...76A0),0x8da7167860edfc2bffd790f217ab5e398803bbc8,0x7e01af9a9b98a7e401d8554b156048e38cb2aabc826294f804df485fa168250b
Binance Coin (BNB),2021-01-01 22:15,Fee,47.51719833,0.02836724,1.35,0,Wallace BSC (0xf5...76A0),Wallace BSC (0xf5...76A0),0x7e01af9a9b98a7e401d8554b156048e38cb2aabc826294f804df485fa168250b
GAS,2021-01-02 5:11,Airdrop,1.97642964,0.01653216,0.03,0,Binance,Binance,13637620330
Binance-Peg USD Coin (USDC),2021-01-02 15:10,Transfer In,1.27329135,596.4449101,759.99,0.54665617,0xeca88125a5adbe82614ffc12d0db554e2e2867c8,Wallace BSC (0xf5...76A0),0x57ffae4ddb834df1bb6ac9f38fb5ffe125824edfc0907b3de89864fe3134f3ba
Binance Coin (BNB),2021-01-02 15:10,Fee,48.39609662,0.01129546,0.55,0,Wallace BSC (0xf5...76A0),Wallace BSC (0xf5...76A0),0x57ffae4ddb834df1bb6ac9f38fb5ffe125824edfc0907b3de89864fe3134f3ba
Binance Coin (BNB),2021-01-02 15:11,Fee,48.35380147,0.00093776,0.05,0,Wallace BSC (0xf5...76A0),0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0xd2e19731b69c014679bc24d5718d30af7b28145c5a8e2a17417f177641102efc
Binance-Peg USD Coin (USDC),2021-01-02 15:16,Sell,1.27329135,596.4449101,759.45,1.56034231,Wallace BSC (0xf5...76A0),0x07d478b679c6c7f4222388856f53f8dca7e7b378,0xb351f810dcda0f27fc95f395c5bccc65590a3cedcb58cd43b0ac997d55eae4d3
Binance Coin (BNB),2021-01-02 15:16,Fee,48.3376223,0.03228008,1.56,0,Wallace BSC (0xf5...76A0),Wallace BSC (0xf5...76A0),0xb351f810dcda0f27fc95f395c5bccc65590a3cedcb58cd43b0ac997d55eae4d3
AS Roma Fan Token (ASR),2021-01-02 19:49,Airdrop,7.55804127,0.00698291,0.05,0,Binance,Binance,13668829857
Africa To Mars (ATM),2021-01-02 20:03,Airdrop,0,0.00459,0,0,Binance,Binance,13669258402
GAS,2021-01-02 20:11,Airdrop,1.96159168,0.01642681,0.03,0,Binance,Binance,13669491643
Juventus Fan Token (JUV),2021-01-02 20:18,Airdrop,15.34098044,0.00342734,0.05,0,Binance,Binance,13669716520
Cardano (ADA),2021-01-02 20:19,Interest,0.22482674,0.00008207,0,0,Binance,Binance,4081146680
Monero (XMR),2021-01-02 20:29,Interest,182.7884689,0.00005059,0.01,0,Binance,Binance,3453086428
OG Fan Token (OG),2021-01-02 20:32,Airdrop,7.1571416,0.00763725,0.05,0,Binance,Binance,13670129932
Bitcoin (BTC),2021-01-02 20:34,Interest,41583.92784,0.00000564,0.23,0,Binance,Binance,849905406
Binance Coin (BNB),2021-01-02 20:40,Interest,48.34577558,0.00006871,0,0,Binance,Binance,3694123224
Paris Saint-Germain Fan Token (PSG),2021-01-02 20:46,Airdrop,15.30100202,0.00278336,0.04,0,Binance,Binance,13670575458
NEO,2021-01-02 20:52,Interest,18.41040774,0.00014905,0,0,Binance,Binance,1680161722
DASH,2021-01-02 21:03,Interest,111.0440032,0.00000592,0,0,Binance,Binance,241279291
Reef Finance (REEF),2021-01-02 21:09,Airdrop,0.01439455,4.56571293,0.07,0,Binance,Binance,13671196967
Stellar (XLM),2021-01-02 21:44,Interest,0.1636343,0.00688482,0,0,Binance,Binance,715630675
Bitcoin (BTC),2021-01-03 13:37,Transfer In,41219.48889,0.00208841,86.08,0,Unknown,Main (1MmF...FTTb),f5f99f6185bc5d51f2d256b494faaaea440b09fd3c729b5a7f222e661145d990
Canadian Dollar (CAD),2021-01-03 14:40,Fiat Deposit,1,"1,000",1000,0,Bank,Newton,886602101
USD Coin (USDC),2021-01-03 15:07,Buy,1.28113,780.560911,1000,0,Newton,Newton,3365829098
Canadian Dollar (CAD),2021-01-03 15:07,Sell,1,999.9999999,1000,0,Newton,Newton,3365829098
USD Coin (USDC),2021-01-03 15:09,Transfer In,1.27726414,780.560911,996.98,0,Newton,Joint ETH (0x48...3dC3),0x51aa63481e5fde4e257545c22768dad71d1c15c7b11844e3d03aeead8c7a7283
USD Coin (USDC),2021-01-03 15:11,Transfer Out,1.27726414,780.560911,996.98,0,Newton,0x481230ab8043185ca36341041720e1b8df6d3dc3,4132069722
AS Roma Fan Token (ASR),2021-01-03 20:00,Airdrop,9.76712757,0.00725868,0.07,0,Binance,Binance,13726010306
DASH,2021-01-03 20:00,Interest,113.7004975,0.00000592,0,0,Binance,Binance,1069059679
Monero (XMR),2021-01-03 20:06,Interest,176.2700514,0.00005059,0.01,0,Binance,Binance,1687982143
GAS,2021-01-03 20:11,Airdrop,1.97705704,0.01624852,0.03,0,Binance,Binance,13726584043
Africa To Mars (ATM),2021-01-03 20:15,Airdrop,0,0.00454228,0,0,Binance,Binance,13726775683
Juventus Fan Token (JUV),2021-01-03 20:30,Airdrop,14.51847795,0.00334985,0.05,0,Binance,Binance,13727448105
Bitcoin (BTC),2021-01-03 20:39,Interest,42235.77023,0.00000564,0.24,0,Binance,Binance,2300147250
OG Fan Token (OG),2021-01-03 20:45,Airdrop,6.92172568,0.00768189,0.05,0,Binance,Binance,13728176727
NEO,2021-01-03 20:56,Interest,20.64461376,0.00014905,0,0,Binance,Binance,845467768
Paris Saint-Germain Fan Token (PSG),2021-01-03 20:59,Airdrop,14.5958305,0.00282275,0.04,0,Binance,Binance,13728819622
Stellar (XLM),2021-01-03 21:07,Interest,0.17369092,0.00688482,0,0,Binance,Binance,349278207
Reef Finance (REEF),2021-01-03 21:20,Airdrop,0.01269666,4.75585686,0.06,0,Binance,Binance,13729651617
Binance Coin (BNB),2021-01-03 21:20,Interest,53.00691225,0.00006871,0,0,Binance,Binance,2706444661
Cardano (ADA),2021-01-03 21:38,Interest,0.27388406,0.00008207,0,0,Binance,Binance,4098680311
Crypto.com Coin (CRO),2021-01-04 11:17,Cashback,0.08304043,180.5144843,14.99,0,Crypto.com,Crypto.com,2351909031
USD Coin (USDC),2021-01-04 12:24,Transfer Out,1.27305488,780.560911,993.7,5.4417643,Joint ETH (0x48...3dC3),Binance,0x954da7186b087ba2ec98d3a7a2e6fa5a9b8ef8f94781c9274f8e546c9151b58d
Ethereum (ETH),2021-01-04 12:24,Fee,1284.010358,0.0042381,5.44,0,Joint ETH (0x48...3dC3),Joint ETH (0x48...3dC3),0x954da7186b087ba2ec98d3a7a2e6fa5a9b8ef8f94781c9274f8e546c9151b58d
USD Coin (USDC),2021-01-04 12:26,Transfer In,1.27305488,780.560911,993.7,0,0x481230ab8043185ca36341041720e1b8df6d3dc3,Binance,0x954da7186b087ba2ec98d3a7a2e6fa5a9b8ef8f94781c9274f8e546c9151b58d
Canadian Dollar (CAD),2021-01-04 12:51,Fiat Deposit,1,25,25,0,Bank,Newton,2667014256
USD Coin (USDC),2021-01-04 13:09,Transfer Out,1.27305488,780.477911,993.59,0.10566355,Binance,Joint BSC (0x48...3dC3),0xa5811c3aaf574418d2dc4ee47126240e3860ba06c5320d0471048d6596fa4cd8
USD Coin (USDC),2021-01-04 13:09,Fee,1.27305488,0.083,0.11,0,Binance,Binance,0xa5811c3aaf574418d2dc4ee47126240e3860ba06c5320d0471048d6596fa4cd8
Binance-Peg USD Coin (USDC),2021-01-04 13:12,Transfer In,1.27305488,780.477911,993.59,0,0x631fc1ea2270e98fbd9d92658ece0f5a269aa161,Joint BSC (0x48...3dC3),0xa5811c3aaf574418d2dc4ee47126240e3860ba06c5320d0471048d6596fa4cd8
Binance Coin (BNB),2021-01-04 14:27,Transfer Out,50.63418722,0.01229676,0.62,0.10126837,Binance,Joint BSC (0x48...3dC3),0x48ca2d2937589bf1884d0ccd09a81f566cffd7abf9e9c33b799557c718aa26c3
Binance Coin (BNB),2021-01-04 14:27,Fee,50.63418722,0.002,0.1,0,Binance,Binance,0x48ca2d2937589bf1884d0ccd09a81f566cffd7abf9e9c33b799557c718aa26c3
Binance Coin (BNB),2021-01-04 14:29,Transfer In,50.77981587,0.01229676,0.62,0,Binance,Joint BSC (0x48...3dC3),0x48ca2d2937589bf1884d0ccd09a81f566cffd7abf9e9c33b799557c718aa26c3
Binance Coin (BNB),2021-01-04 14:30,Fee,50.80012723,0.0010845,0.06,0,Joint BSC (0x48...3dC3),0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0xa135deba36ad401ca7fca543f08084cf2df36c75fe4c2d22e1da1d7b869871fb
Binance Coin (BNB),2021-01-04 14:30,Buy,50.67439624,0.24812167,12.73,0.15713304,PancakeSwap,Joint BSC (0x48...3dC3),0xd3499da3fe9b0f837ab3d760a9efde4fffbee778478fdb8eb4e5a5478b7720c4
Binance-Peg USD Coin (USDC),2021-01-04 14:30,Sell,1.27305488,10,12.73,0,Joint BSC (0x48...3dC3),PancakeSwap,0xd3499da3fe9b0f837ab3d760a9efde4fffbee778478fdb8eb4e5a5478b7720c4
Binance Coin (BNB),2021-01-04 14:31,Fee,50.90704932,0.00093776,0.05,0,Joint BSC (0x48...3dC3),0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,0x79253ca63b4b7bff8613800182873b583b7db8d2d1e03d44f6347d785cc9d636
Binance-Peg USD Coin (USDC),2021-01-04 14:33,Sell,1.27305488,770.477911,980.86,1.6428424,Joint BSC (0x48...3dC3),0x07d478b679c6c7f4222388856f53f8dca7e7b378,0x6011b51ba31f404fe6663879fd487e90f40e61666ccba6449ca71230f6793abb
Binance Coin (BNB),2021-01-04 14:33,Fee,50.89338067,0.03228008,1.64,0,Joint BSC (0x48...3dC3),Joint BSC (0x48...3dC3),0x6011b51ba31f404fe6663879fd487e90f40e61666ccba6449ca71230f6793abb
Binance USD (BUSD),2021-01-04 15:38,Buy,1.27570361,"5,410.08",6901.65,0,Binance,Binance,74308919
Bitcoin (BTC),2021-01-04 15:38,Sell,40166.29354,0.171827,6901.65,0,Binance,Binance,74308919
AS Roma Fan Token (ASR),2021-01-04 20:00,Airdrop,7.56026466,0.00773866,0.06,0,Binance,Binance,13791880444
GAS,2021-01-04 20:11,Airdrop,1.85974088,0.01611624,0.03,0,Binance,Binance,13792462460
Africa To Mars (ATM),2021-01-04 20:15,Airdrop,0,0.0048443,0,0,Binance,Binance,13792686846
Binance Coin (BNB),2021-01-04 20:20,Interest,51.76626516,0.00006872,0,0,Binance,Binance,3694234842
Juventus Fan Token (JUV),2021-01-04 20:30,Airdrop,13.42742011,0.00328776,0.04,0,Binance,Binance,13793439371
DASH,2021-01-04 20:37,Interest,110.7878327,0.00000592,0,0,Binance,Binance,943263729
OG Fan Token (OG),2021-01-04 20:45,Airdrop,5.95066055,0.00767768,0.05,0,Binance,Binance,13794099089
Paris Saint-Germain Fan Token (PSG),2021-01-04 21:00,Airdrop,13.41744263,0.00289551,0.04,0,Binance,Binance,13794767405
NEO,2021-01-04 21:10,Interest,20.26030479,0.00014905,0,0,Binance,Binance,1641025008
Reef Finance (REEF),2021-01-04 21:14,Airdrop,0.01258164,4.5521061,0.06,0,Binance,Binance,13795331135
Monero (XMR),2021-01-04 21:48,Interest,166.3106002,0.00005059,0.01,0,Binance,Binance,3415054363
Cardano (ADA),2021-01-04 21:50,Interest,0.27603016,0.00010132,0,0,Binance,Binance,2261546865
Stellar (XLM),2021-01-04 22:05,Interest,0.20741931,0.00688488,0,0,Binance,Binance,1200063062
Tether (USDT),2021-01-05 9:13,Transfer Out,1.27036663,789.2167553,1002.59,0.1028997,Binance,Wallace BSC (0xf5...76A0),0xf64e1a269137728eaa6c04732a00fa5e4b40a1570a975a3e58c87454dc1b7fe1
Tether (USDT),2021-01-05 9:13,Fee,1.27036663,0.081,0.1,0,Binance,Binance,0xf64e1a269137728eaa6c04732a00fa5e4b40a1570a975a3e58c87454dc1b7fe1
Tether (USDT),2021-01-05 9:14,Transfer In,1.27036663,789.2167553,1002.59,0,Binance,Wallace BSC (0xf5...76A0),0xf64e1a269137728eaa6c04732a00fa5e4b40a1570a975a3e58c87454dc1b7fe1
Binance Coin (BNB),2021-01-05 9:14,Transfer Out,50.56071405,17.998,909.99,0.10112143,Binance,Wallace BSC (0xf5...76A0),0x4e64843cb9488dc3b11ddf52cb10ae1dfa91b63e1e695c2a9381762d887bd33e
Binance Coin (BNB),2021-01-05 9:14,Fee,50.56071405,0.002,0.1,0,Binance,Binance,0x4e64843cb9488dc3b11ddf52cb10ae1dfa91b63e1e695c2a9381762d887bd33e
Binance Coin (BNB),2021-01-05 9:17,Transfer In,50.60862095,17.998,910.85,0,Binance,Wallace BSC (0xf5...76A0),0x4e64843cb9488dc3b11ddf52cb10ae1dfa91b63e1e695c2a9381762d887bd33e
Binance Coin (BNB),2021-01-05 9:19,Fee,50.62132836,0.00102134,0.05,0,Wallace BSC (0xf5...76A0),0x55d398326f99059ff775485246999027b3197955,0xce96a366a21a814ad1d4cefd0ac704a9775ad17327a24612fbdf5f3dbe5b7050
Tether (USDT),2021-01-05 11:43,Sell,1.27036663,686.5210608,872.13,0,Wallace BSC (0xf5...76A0),PancakeSwap,0x7c81b538a684f2352002bbb5fcb9a4a2378a7d3d0faa5b1c1201fbdd51bd074c
Binance Coin (BNB),2021-01-05 11:43,Sell,51.29710792,16.98924694,871.5,0.2291095,Wallace BSC (0xf5...76A0),PancakeSwap,0x7c81b538a684f2352002bbb5fcb9a4a2378a7d3d0faa5b1c1201fbdd51bd074c
