Currency,Timestamp,Trade Type,Price,Quantity,Value (Incl. Fee),Fee,From,To,Transaction Id
Ethereum (ETH),2020-01-20 13:54,Fee,217.4622443,0.0001447,0.03,0,Wallace ETH (0xf5...76A0),Wallace ETH (0xf5...76A0),0x391f3be531569efd65c45038caf245d320a37b9dd93a56e25f3ab44e1e149b24
Bitcoin (BTC),2020-01-23 0:32,Transfer In,11202.4571,0.00439922,49.28,0,Unknown,Binance,5f4004f3bccb4fabc13038a04298adf4ccc25fc9f10f95c0d4580a54d2473af7
TrueUSD (TUSD),2020-01-26 19:00,Buy,1.31904722,37.91938,50.02,0,Binance,Binance,4228764
Bitcoin (BTC),2020-01-26 19:00,Sell,11370.18704,0.004399,50.02,0.03756643,Binance,Binance,4228764
Binance Coin (BNB),2020-01-26 19:00,Fee,23.05099264,0.00162971,0.04,0,Binance,Binance,4228764
Tether (USDT),2020-01-30 14:29,Buy,1.31612211,37.974447,49.98,0,Binance,Binance,8615886
TrueUSD (TUSD),2020-01-30 14:29,Sell,1.31835951,37.91,49.98,0.03764031,Binance,Binance,8615886
Binance Coin (BNB),2020-01-30 14:29,Fee,24.13536547,0.00155955,0.04,0,Binance,Binance,8615886
DASH,2020-01-30 14:30,Buy,162.1462436,0.30823,49.98,0,Binance,Binance,3289276
Tether (USDT),2020-01-30 14:30,Sell,1.31612211,37.973936,49.98,0.03761559,Binance,Binance,3289276
Binance Coin (BNB),2020-01-30 14:30,Fee,24.11765716,0.00155967,0.04,0,Binance,Binance,3289276
Bitcoin (BTC),2020-01-31 14:00,Transfer In,12323.11318,0.00852558,105.06,0,Unknown,Binance,2da0a9e8036b60470591f82b05c9b3851f7bb66319c6b569f0bd1efa5422d09b
GAS,2020-02-03 0:02,Airdrop,1.7126205,0.08549766,0.15,0,Binance,Binance,6427341469
Bitcoin (BTC),2020-02-05 11:46,Transfer In,12683.7833,0.00790645,100.28,0,Unknown,Binance,58cac574b4ba6b1c88efc4ee8ee4c6c1b2c824996d2ac3f5277f0079cadf85f0
Basic Attention Token (BAT),2020-02-06 15:13,Staking,0.33273925,82.6,27.48,0,0x340d693ed55d7ba167d184ea76ea2fd092a35bdc,Wallace ETH (0xf5...76A0),0x967063dfee04f54267cbdb8e515b3c337793c7508a58d9ed0558722c213917ed
Ethereum (ETH),2020-02-06 16:45,Transfer In,284.1528457,0.48,136.39,0,0x653e4b2cc1fc0875a5dc257c9909f44a86837595,Wallace ETH (0xf5...76A0),0xc637eef013b22df645d58c4b3b60d1971f4cb97b02cc74dba001280a7647d1e9
Kyber Network (KNC),2020-02-06 16:47,Buy,0.47451709,286.0021242,135.71,0,0x745daa146934b27e3f0b6bff1a6e36b9b90fb131,Wallace ETH (0xf5...76A0),0xc328db9d0c8e8a93ab944e04d03db20ea3010a60ab78d1820aedcae034c6db19
Ethereum (ETH),2020-02-06 16:47,Sell,284.4718945,0.48043933,136.67,0.95858836,Wallace ETH (0xf5...76A0),0x745daa146934b27e3f0b6bff1a6e36b9b90fb131,0xc328db9d0c8e8a93ab944e04d03db20ea3010a60ab78d1820aedcae034c6db19
Ethereum (ETH),2020-02-08 9:15,Fee,301.1350783,0.00036376,0.11,0,Wallace ETH (0xf5...76A0),0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0xa9f7a11db68d5f9f9b0697b88ca902feeebe9f18b01ad33d626fdd49cf493260
Ethereum (ETH),2020-02-08 9:15,Fee,301.1350783,0.00035508,0.11,0,Wallace ETH (0xf5...76A0),0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x6c2e2c8bd8d115e131046f0ccb1813716173ae2e54c9022332d4f6469388fcb5
Ethereum (ETH),2020-02-08 17:38,Transfer In,296.7171885,0.072,21.36,0,0x653e4b2cc1fc0875a5dc257c9909f44a86837595,Wallace ETH (0xf5...76A0),0x553440ffc2ab1049576fac616811274a1c56a9fe7254712003bde2128d093095
Ethereum (ETH),2020-02-08 17:44,Transfer Out,297.3958403,0.07072,21.03,0.00624531,Wallace ETH (0xf5...76A0),0x4cfa1d3e5413b442fea0be54d06fb3a12894bcbc,0x2a147b33a8ff7e0ecd859a4dac9495233f34d43c6e2125d65aaab83fa69f61a8
Ethereum (ETH),2020-02-08 17:44,Fee,297.3958403,0.000021,0.01,0,Wallace ETH (0xf5...76A0),Wallace ETH (0xf5...76A0),0x2a147b33a8ff7e0ecd859a4dac9495233f34d43c6e2125d65aaab83fa69f61a8
Ethereum (ETH),2020-02-12 18:05,Fee,355.8240932,0.00262994,0.94,0,Wallace ETH (0xf5...76A0),0x4e9d7f37eadc6fef64b5f5dccc4deb6224667677,0xd51edf8285b72d766744bfea44a52aa60e2c2ffc0d0595e68b1fa80e4c0c4d8b
Ethereum (ETH),2020-02-12 18:38,Transfer In,352.7778808,1,352.78,0,0x653e4b2cc1fc0875a5dc257c9909f44a86837595,Wallace ETH (0xf5...76A0),0xce3c14b62b3dbe8a8f69bd50d4cf65f99cace5aa19abec175006f9ce4b8b16a4
Ethereum (ETH),2020-02-12 18:41,Transfer Out,350.9236646,1,350.92,0.11101246,Wallace ETH (0xf5...76A0),0x936b1f9f4c6911387a30a48f184302de1293df71,0x0a271c4ab97423e697fa910919b9aa3cda7328c7039241a482bbc558acb2eba8
Ethereum (ETH),2020-02-12 18:41,Fee,350.9236646,0.00031634,0.11,0,Wallace ETH (0xf5...76A0),Wallace ETH (0xf5...76A0),0x0a271c4ab97423e697fa910919b9aa3cda7328c7039241a482bbc558acb2eba8
Ethereum (ETH),2020-02-12 19:55,Fee,360.2739944,0.00201395,0.73,0,Wallace ETH (0xf5...76A0),0x4e9d7f37eadc6fef64b5f5dccc4deb6224667677,0xeaab039f96b7965dd68e428b49ba0a35a02c8bab6e828346688b5113e04c6166
Ethereum (ETH),2020-02-14 10:40,Transfer In,362.1803453,0.999999,362.18,0,0x936b1f9f4c6911387a30a48f184302de1293df71,Wallace ETH (0xf5...76A0),0xccb35cba5b37f548fc599433c36da8b090a6550019668d8d88bca871075cd01c
Ethereum (ETH),2020-02-14 10:49,Fee,361.0802586,0.000126,0.05,0,Wallace ETH (0xf5...76A0),Wallace ETH (0xf5...76A0),0x8ec9414be97775cac5247e7f6e23d8343b42de6ab43604bd979b3c0dba692ea0
Ethereum (ETH),2020-02-14 10:51,Fee,361.5574046,0.00040923,0.15,0,Wallace ETH (0xf5...76A0),0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c,0xf01f7e4a68217a6fc6d594b2cc598f28c7f3784461c61a3569b73115024b8e2c
Ethereum (ETH),2020-02-14 10:52,Fee,361.7562155,0.00040923,0.15,0,Wallace ETH (0xf5...76A0),0xc0829421c1d260bd3cb3e0f06cfe2d52db2ce315,0x436e3ee0f4032b91673d448d99672456e4d04d880349c5521dcde364c13fb44d
Ethereum (ETH),2020-02-14 10:55,Fee,361.9815345,0.00392648,1.42,0,Wallace ETH (0xf5...76A0),Compound,0x0f19b487ba2dc891953899846b37a0c391c7e5a84ef9c9bfc84ab28fd7306559
Ethereum (ETH),2020-02-14 10:56,Fee,361.9020101,0.00039947,0.14,0,Wallace ETH (0xf5...76A0),0x0d8775f648430679a709e98d2b0cb6250d2887ef,0x28e9e9ff18a3f8d38ecc083e81a1daf960dc3a574b3aeed44f42354422b8d977
CETH,2020-02-14 10:58,Buy,7.23738206,49.9715828,361.66,0,Compound,Wallace ETH (0xf5...76A0),0xb0bcea327c619ae0bd23f2a2b71136f0cbe2d9a1032a4447df2efe9af1e24048
Ethereum (ETH),2020-02-14 10:58,Sell,361.6634371,1.00108347,362.06,0.39184968,Wallace ETH (0xf5...76A0),Compound,0xb0bcea327c619ae0bd23f2a2b71136f0cbe2d9a1032a4447df2efe9af1e24048
Basic Attention Token (BAT),2020-02-14 10:59,Borrow,0.39179324,500,197.62,1.72132302,Compound,Wallace ETH (0xf5...76A0),0x754488ca4070de554ff98521fc43849883a145af5c9bd3882ade478c33027fe6
Ethereum (ETH),2020-02-14 10:59,Fee,361.6634371,0.00475946,1.72,0,Wallace ETH (0xf5...76A0),Wallace ETH (0xf5...76A0),0x754488ca4070de554ff98521fc43849883a145af5c9bd3882ade478c33027fe6
Ethereum (ETH),2020-02-15 11:50,Transfer In,357.7660853,0.13699427,49.01,0,0x912fd21d7a69678227fe6d08c64222db41477ba0,Wallace ETH (0xf5...76A0),0xaf88be57704960b80c030e65cd560312c53a33429c18a02f24f6f92381b4cbe6
Ethereum (ETH),2020-02-15 19:30,Transfer Out,349.52452,0.136,47.54,0.01468003,Wallace ETH (0xf5...76A0),Binance,0x39b629bf5620483d11a5729096cc58863343027558212186585c2f35ab1197cb
Ethereum (ETH),2020-02-15 19:30,Fee,349.52452,0.000042,0.01,0,Wallace ETH (0xf5...76A0),Wallace ETH (0xf5...76A0),0x39b629bf5620483d11a5729096cc58863343027558212186585c2f35ab1197cb
Ethereum (ETH),2020-02-15 19:32,Transfer In,349.0077659,0.136,47.47,0,0xf58cba27c683bc918566cbac888d3fab5bf076a0,Binance,0x39b629bf5620483d11a5729096cc58863343027558212186585c2f35ab1197cb
Basic Attention Token (BAT),2020-02-16 11:06,Loan Repayment,0.368719,500.1334167,184.41,0.42725827,Wallace ETH (0xf5...76A0),Compound,0x3bb6b81591716203cc19aa940b826c365654ae6d725f6e3c564899bec9ff7bcb
Ethereum (ETH),2020-02-16 11:06,Fee,347.0202501,0.00123122,0.43,0,Wallace ETH (0xf5...76A0),Wallace ETH (0xf5...76A0),0x3bb6b81591716203cc19aa940b826c365654ae6d725f6e3c564899bec9ff7bcb
CBAT,2020-02-16 11:12,Mining,0.00745443,"29,198.23",217.66,0,Compound,Wallace ETH (0xf5...76A0),0x2928eb917ec8b4e362d5e7c57cc38fef3231c92c95a45f53e33d56ddc1a74c57
Basic Attention Token (BAT),2020-02-16 11:12,Staking Deposit,0.368719,590.3035833,217.66,0.59008849,Wallace ETH (0xf5...76A0),Compound,0x2928eb917ec8b4e362d5e7c57cc38fef3231c92c95a45f53e33d56ddc1a74c57
Ethereum (ETH),2020-02-16 11:12,Fee,344.5027302,0.00171287,0.59,0,Wallace ETH (0xf5...76A0),Wallace ETH (0xf5...76A0),0x2928eb917ec8b4e362d5e7c57cc38fef3231c92c95a45f53e33d56ddc1a74c57
Ethereum (ETH),2020-02-16 11:17,Fee,339.8916936,0.00043746,0.15,0,Wallace ETH (0xf5...76A0),0x514910771af9ca656af840dff83e8264ecf986ca,0x00422afa490b07064126974ef83bb7186f0e98634ba23ccb1038489cd86e8c4f
Ethereum (ETH),2020-02-16 14:11,Transfer In,333.1473902,0.14827258,49.4,0,0x912fd21d7a69678227fe6d08c64222db41477ba0,Wallace ETH (0xf5...76A0),0xa90cf4fe718801b1f2e9b28380634ba4d3d4f9098489dc85434d10a74cffdecf
Ethereum (ETH),2020-02-17 14:26,Borrow,341.4619302,0.5,170.73,0,Compound,Wallace ETH (0xf5...76A0),0xabe1eab360d194eb9309ea0296c449175e70fe3253bf63fa65bd6f081b54cece
Ethereum (ETH),2020-02-17 14:26,Transfer Out,341.4619302,0,0,0.53369134,Wallace ETH (0xf5...76A0),Compound,0xabe1eab360d194eb9309ea0296c449175e70fe3253bf63fa65bd6f081b54cece
Ethereum (ETH),2020-02-17 14:26,Fee,341.4619302,0.00156296,0.53,0,Wallace ETH (0xf5...76A0),Wallace ETH (0xf5...76A0),0xabe1eab360d194eb9309ea0296c449175e70fe3253bf63fa65bd6f081b54cece
Kyber Network (KNC),2020-02-17 14:29,Buy,0.53633599,318.7724162,170.97,0,0x49c4f9bc14884f6210f28342ced592a633801a8b,Wallace ETH (0xf5...76A0),0xb19066570f66032dd95a1b0dce729dcb4cbc196c2e8202379ca9821b25048204
Ethereum (ETH),2020-02-17 14:29,Sell,341.938241,0.50016835,171.03,0.05756599,Wallace ETH (0xf5...76A0),0x49c4f9bc14884f6210f28342ced592a633801a8b,0xb19066570f66032dd95a1b0dce729dcb4cbc196c2e8202379ca9821b25048204
Ethereum (ETH),2020-02-17 23:27,Fee,357.3559241,0.00024042,0.09,0,Wallace ETH (0xf5...76A0),0xdd974d5c2e2928dea5f71b9825b8b646686bd200,0x70ee0b66223548d5f2a949dbde8dbfad3a4f5b0e0b2e0d50784a6380cda24bda
Ethereum (ETH),2020-02-17 23:28,Buy,357.1172891,0.56943487,203.48,0.12464708,0x49c4f9bc14884f6210f28342ced592a633801a8b,Wallace ETH (0xf5...76A0),0x7255ef5be44812a21d8388c83d0a0b7e45bb71f9555e00f191123b11d9be1eea
Kyber Network (KNC),2020-02-17 23:28,Sell,0.63786735,319,203.48,0,Wallace ETH (0xf5...76A0),0x49c4f9bc14884f6210f28342ced592a633801a8b,0x7255ef5be44812a21d8388c83d0a0b7e45bb71f9555e00f191123b11d9be1eea
Kyber Network (KNC),2020-02-18 11:14,Buy,0.61324114,300,183.97,0,0x49c4f9bc14884f6210f28342ced592a633801a8b,Wallace ETH (0xf5...76A0),0xc97ce80dfb6e29866504d32bc68f4f1fa17648998feb62456a1b6d0ef35e1c7e
Ethereum (ETH),2020-02-18 11:14,Sell,367.710032,0.50086368,184.17,0.20025783,Wallace ETH (0xf5...76A0),0x49c4f9bc14884f6210f28342ced592a633801a8b,0xc97ce80dfb6e29866504d32bc68f4f1fa17648998feb62456a1b6d0ef35e1c7e
Ethereum (ETH),2020-02-19 15:02,Fee,365.9622082,0.00022682,0.08,0,Wallace ETH (0xf5...76A0),0xdd974d5c2e2928dea5f71b9825b8b646686bd200,0x4d66b8c442dd44dcf9a9308c89ecd0551eae7a734077048c5b59df3db20cb6cd
WETH,2020-02-19 15:03,Buy,356.5480285,0.52735049,188.03,0,0x61935cbdd02287b511119ddb11aeb42f1593b7ef,Wallace ETH (0xf5...76A0),0xb1acba59caee8709d0e98541f68e3203bef7d5d564362dc3284f00c7d64c5a0d
Kyber Network (KNC),2020-02-19 15:03,Sell,0.62584056,300,187.75,0,Wallace ETH (0xf5...76A0),0x61935cbdd02287b511119ddb11aeb42f1593b7ef,0xb1acba59caee8709d0e98541f68e3203bef7d5d564362dc3284f00c7d64c5a0d
Ethereum (ETH),2020-02-19 15:03,Sell,364.81155,0.00339847,1.24,0.96619245,Wallace ETH (0xf5...76A0),0x61935cbdd02287b511119ddb11aeb42f1593b7ef,0xb1acba59caee8709d0e98541f68e3203bef7d5d564362dc3284f00c7d64c5a0d
Ethereum (ETH),2020-02-19 15:09,Fee,364.3883194,0.00026558,0.1,0,Wallace ETH (0xf5...76A0),0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xd2fad95143d2bca9ea47ec46d55f210c60a890466f5d00bd0c3d6f4853a81677
Ethereum (ETH),2020-02-19 16:08,Fee,361.1082822,0.00013168,0.05,0,Wallace ETH (0xf5...76A0),0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xb16b90f903825d47d5afcf6cc581516a5ad6df561175e6f358cb38c4e55f5a43
Ethereum (ETH),2020-02-19 16:17,Buy,358.8598697,0.5268953,189.24,0.16334835,Kyber,Wallace ETH (0xf5...76A0),0x04ea03bcbbbdde6d8e034c143b05d9afca76bd15c885f0d72cfe32dc643d17a2
WETH,2020-02-19 16:17,Sell,358.8598697,0.52735049,189.24,0,Wallace ETH (0xf5...76A0),Kyber,0x04ea03bcbbbdde6d8e034c143b05d9afca76bd15c885f0d72cfe32dc643d17a2
Basic Attention Token (BAT),2020-02-19 18:16,Buy,0.34776749,762.115047,265.04,0,0x4aa817c6f383c8e8ae77301d18ce48efb16fd2be,Wallace ETH (0xf5...76A0),0xa9b040e3040b65722a648e246c3a9767def0711a40104589c59dbf34c79d099d
Ethereum (ETH),2020-02-19 18:16,Sell,348.0278115,0.76357708,265.75,0.70722036,Wallace ETH (0xf5...76A0),0x4aa817c6f383c8e8ae77301d18ce48efb16fd2be,0xa9b040e3040b65722a648e246c3a9767def0711a40104589c59dbf34c79d099d
Binance Coin (BNB),2020-02-20 0:46,Airdrop,29.20493917,0.00014696,0,0,Binance,Binance,6757462743
Ethereum (ETH),2020-02-20 12:40,Fee,335.8569993,0.00036604,0.12,0,Wallace ETH (0xf5...76A0),0x514910771af9ca656af840dff83e8264ecf986ca,0x3aad5d89955312bc42271240793367fd66e579aab005904b59f5f0c0cc8d5e7b
WETH,2020-02-20 12:41,Buy,351.7564739,0.99776249,350.97,0,0x61935cbdd02287b511119ddb11aeb42f1593b7ef,Wallace ETH (0xf5...76A0),0xcc5c9c5665022cf4fd0e472f235de01cbdf7e2938938fec71f18936fa20f2215
Chainlink (LINK),2020-02-20 12:41,Sell,5.7944645,60.49829703,350.56,0,Wallace ETH (0xf5...76A0),0x61935cbdd02287b511119ddb11aeb42f1593b7ef,0xcc5c9c5665022cf4fd0e472f235de01cbdf7e2938938fec71f18936fa20f2215
Ethereum (ETH),2020-02-20 12:41,Sell,336.7317995,0.00314635,1.06,0.64529538,Wallace ETH (0xf5...76A0),0x61935cbdd02287b511119ddb11aeb42f1593b7ef,0xcc5c9c5665022cf4fd0e472f235de01cbdf7e2938938fec71f18936fa20f2215
Ethereum (ETH),2020-02-20 12:49,Transfer In,335.0352173,0.02948486,9.88,0,0x912fd21d7a69678227fe6d08c64222db41477ba0,Wallace ETH (0xf5...76A0),0x752f03d038d0b436546cc5758a519dbce4795c904eaed67b9e5078154eb478c1
Ethereum (ETH),2020-02-20 12:51,Buy,335.4991265,0.99745903,334.75,0.10180989,Kyber,Wallace ETH (0xf5...76A0),0x310d3c5e4012c1a82583dd18ff8b5a26d8893b67dad3b085b14a67265d771284
WETH,2020-02-20 12:51,Sell,335.4991265,0.99776249,334.75,0,Wallace ETH (0xf5...76A0),Kyber,0x310d3c5e4012c1a82583dd18ff8b5a26d8893b67dad3b085b14a67265d771284
Ethereum (ETH),2020-02-20 21:31,Transfer In,345.6527344,0.00004998,0.02,0,Compound,Wallace ETH (0xf5...76A0),0x32b27a3d0afafb5a7e5fab0f731b17f673cab08d9b7050823139f6a1a955b855
Ethereum (ETH),2020-02-20 21:31,Loan Repayment,345.6527344,0.50015558,172.88,0.23863001,Wallace ETH (0xf5...76A0),Compound,0x32b27a3d0afafb5a7e5fab0f731b17f673cab08d9b7050823139f6a1a955b855
Ethereum (ETH),2020-02-20 21:31,Fee,345.6527344,0.00069038,0.24,0,Wallace ETH (0xf5...76A0),Wallace ETH (0xf5...76A0),0x32b27a3d0afafb5a7e5fab0f731b17f673cab08d9b7050823139f6a1a955b855
Litecoin (LTC),2020-02-21 12:59,Transfer Out,91.91105219,3.72704,342.56,0.09191105,Binance,LTC main (LMDL...tNWz),324beb0776b853468643e629fc72b78e13a61b4575346fafd105de5827809729
Litecoin (LTC),2020-02-21 12:59,Fee,91.91105219,0.001,0.09,0,Binance,Binance,324beb0776b853468643e629fc72b78e13a61b4575346fafd105de5827809729
Litecoin (LTC),2020-02-21 13:11,Transfer In,91.91105219,3.72704,342.56,0,Binance,LTC main (LMDL...tNWz),324beb0776b853468643e629fc72b78e13a61b4575346fafd105de5827809729
Bitcoin (BTC),2020-02-26 14:33,Transfer Out,11745.77181,0.00927427,108.93,0,Bitcoin Segwit (bc1q...e4hj),Unknown,fdf750e857d6513a8a131a4ee4e7d0bee29064cc3d5e75070b6da8dbee6f79c1
Bitcoin (BTC),2020-02-26 14:34,Transfer In,11729.63524,0.01673401,196.28,0,Unknown,Binance,fdf750e857d6513a8a131a4ee4e7d0bee29064cc3d5e75070b6da8dbee6f79c1
Chainlink (LINK),2020-02-26 23:50,Buy,4.89679802,29.80773127,145.96,0,0x4aa817c6f383c8e8ae77301d18ce48efb16fd2be,Wallace ETH (0xf5...76A0),0x74a63e21b72d638f88d94ea082b04540331b5d7f5968c4714118d2d1ab66ff57
Ethereum (ETH),2020-02-26 23:50,Sell,291.2259366,0.50321923,146.55,0.58805273,Wallace ETH (0xf5...76A0),0x4aa817c6f383c8e8ae77301d18ce48efb16fd2be,0x74a63e21b72d638f88d94ea082b04540331b5d7f5968c4714118d2d1ab66ff57
Ethereum (ETH),2020-03-13 8:52,Transfer In,180.5613683,0.80859475,146,0,0x912fd21d7a69678227fe6d08c64222db41477ba0,Wallace ETH (0xf5...76A0),0x9501e7a9d2c35e9048755eec5c6565163404a43db68b4e34a6f2b3ff81d8d924
Bitcoin (BTC),2020-03-13 9:18,Buy,8253.975497,0.1215898,1003.6,0,Coinbase,Coinbase,e1426a9b-9e36-5dac-8113-0b9db2c3d137
US Dollar (USD),2020-03-13 9:18,Sell,1.39505036,719.4,1003.6,0,Coinbase,Coinbase,e1426a9b-9e36-5dac-8113-0b9db2c3d137
Bitcoin (BTC),2020-03-13 9:21,Transfer Out,7928.426702,0.121,959.34,0.16205704,Coinbase,Binance,3379e2ef7b9b027c121afa0946de555d4a2902738056478dfa95f72c23d6dcad
Bitcoin (BTC),2020-03-13 9:21,Fee,7928.426702,0.00002044,0.16,0,Coinbase,Coinbase,3379e2ef7b9b027c121afa0946de555d4a2902738056478dfa95f72c23d6dcad
Ethereum (ETH),2020-03-13 9:37,Failed Out,191.5543651,0.8099,155.14,3.83762601,Wallace ETH (0xf5...76A0),0x4aa817c6f383c8e8ae77301d18ce48efb16fd2be,0x8f0cf2c25ecc7cbbd430e999928cda85ab109a7245aa5bf303eaf67017f1ec57
Ethereum (ETH),2020-03-13 9:37,Fee,191.5543651,0.02003414,3.84,0,Wallace ETH (0xf5...76A0),Wallace ETH (0xf5...76A0),0x8f0cf2c25ecc7cbbd430e999928cda85ab109a7245aa5bf303eaf67017f1ec57
Bitcoin (BTC),2020-03-13 10:30,Transfer In,8000.26506,0.121,968.03,0,Coinbase,Binance,3379e2ef7b9b027c121afa0946de555d4a2902738056478dfa95f72c23d6dcad
Tether (USDT),2020-03-13 19:11,Buy,1.37732262,346.689896,477.5,0,Binance,Binance,265950172
Tether (USDT),2020-03-13 19:11,Buy,1.37732262,272.832,375.78,0,Binance,Binance,265950173
Bitcoin (BTC),2020-03-13 19:11,Sell,7828.701779,0.060994,477.5,0.36284811,Binance,Binance,265950172
Bitcoin (BTC),2020-03-13 19:11,Sell,7828.701779,0.048,375.78,0.28554782,Binance,Binance,265950173
Binance Coin (BNB),2020-03-13 19:11,Fee,15.46092464,0.02346872,0.36,0,Binance,Binance,265950172
Binance Coin (BNB),2020-03-13 19:11,Fee,15.46092464,0.018469,0.29,0,Binance,Binance,265950173
Tether (USDT),2020-03-13 19:11,Buy,1.37732262,68.12274,93.83,0,Binance,Binance,265950176
Bitcoin (BTC),2020-03-13 19:11,Sell,7828.701779,0.011985,93.83,0.07129774,Binance,Binance,265950176
Binance Coin (BNB),2020-03-13 19:11,Fee,15.46092464,0.00461148,0.07,0,Binance,Binance,265950176
Tether (USDT),2020-03-13 19:11,Buy,1.37732262,0.119364,0.16,0,Binance,Binance,265950188
Bitcoin (BTC),2020-03-13 19:11,Sell,7828.701779,0.000021,0.16,0.00012477,Binance,Binance,265950188
Binance Coin (BNB),2020-03-13 19:11,Fee,15.46092464,0.00000807,0,0,Binance,Binance,265950188
Chainlink (LINK),2020-03-14 21:46,Buy,2.9618122,45.47410182,134.69,0,0x4aa817c6f383c8e8ae77301d18ce48efb16fd2be,Wallace ETH (0xf5...76A0),0x177ee09c69709b989f308216f4901b186485b34fe98f60d6b3aaa73a63ed27e5
Ethereum (ETH),2020-03-14 21:46,Sell,168.1050293,0.80311954,135.01,0.322685,Wallace ETH (0xf5...76A0),0x4aa817c6f383c8e8ae77301d18ce48efb16fd2be,0x177ee09c69709b989f308216f4901b186485b34fe98f60d6b3aaa73a63ed27e5
Bitcoin (BTC),2020-03-15 22:31,Buy,7432.375585,0.129528,962.7,0,Binance,Binance,268278418
Tether (USDT),2020-03-15 22:31,Sell,1.40101331,687.14604,962.7,0.72123492,Binance,Binance,268278418
Binance Coin (BNB),2020-03-15 22:31,Fee,14.35528494,0.05024177,0.72,0,Binance,Binance,268278418
GAS,2020-04-02 23:54,Airdrop,1.5178746,0.08549766,0.13,0,Binance,Binance,7564530137
WETH,2020-04-06 9:34,Buy,212.8303275,0.81952175,174.42,0,0x61935cbdd02287b511119ddb11aeb42f1593b7ef,Wallace ETH (0xf5...76A0),0x85fc03fe26c5d0515d3f38523d18309908c136c74549fb9ee378adf0170c11f2
Kyber Network (KNC),2020-04-06 9:34,Sell,0.61082586,285,174.09,0,Wallace ETH (0xf5...76A0),0x61935cbdd02287b511119ddb11aeb42f1593b7ef,0x85fc03fe26c5d0515d3f38523d18309908c136c74549fb9ee378adf0170c11f2
Ethereum (ETH),2020-04-06 9:34,Sell,222.4750473,0.00393819,0.88,0.54243644,Wallace ETH (0xf5...76A0),0x61935cbdd02287b511119ddb11aeb42f1593b7ef,0x85fc03fe26c5d0515d3f38523d18309908c136c74549fb9ee378adf0170c11f2
Ethereum (ETH),2020-04-06 15:06,Buy,234.8826081,0.81816648,192.37,0.19578053,Kyber,Wallace ETH (0xf5...76A0),0xb4ba20f784bd50a30cc64f6c69aed73a9f0215214c661589d1a687dbba134976
